GeneName GeneCluster chr start end
2247 ENSG00000094841 13 X 75274085 75304600
2248 ENSG00000272610 13 3 65872815 65954558
2249 ENSG00000100811 13 14 100238298 100282792
2250 ENSG00000263917 13 18 32018829 32111779
2251 ENSG00000144285 13 2 165989160 166149214
2252 ENSG00000184270 13 1 149887524 149887916
2253 ENSG00000181577 13 6 44000580 44005958
2254 ENSG00000186105 13 5 62578735 62581448
2255 ENSG00000196081 13 19 23221599 23250390
2256 ENSG00000258634 13 1 110058340 110062555
2257 ENSG00000083123 13 6 80106647 80346270
2258 ENSG00000137713 13 11 111726908 111766427
2259 ENSG00000213509 13 3 57941818 57942304
2260 ENSG00000141750 13 17 39210536 39225872
2261 ENSG00000196866 13 6 26198851 26199243
2262 ENSG00000270022 13 22 42615244 42615907
2263 ENSG00000179564 13 3 50279027 50288114
2264 ENSG00000114279 13 3 192139395 192767764
2265 ENSG00000243609 13 16 48577524 48578369
2266 ENSG00000079459 13 8 11795573 11839309
2267 ENSG00000079841 13 6 71886703 72403143
2268 ENSG00000184619 13 17 8368637 8376711
2269 ENSG00000154553 13 4 185500660 185535612
2270 ENSG00000166478 13 11 9460319 9528524
2271 ENSG00000126216 13 13 112485005 112588167
2272 ENSG00000196176 13 NA NA NA
2273 ENSG00000172728 13 8 33370824 33473422
2274 ENSG00000272356 13 6 111309203 111313517
2275 ENSG00000227725 13 4 68038544 68039647
2276 ENSG00000154822 13 3 16802651 17090594
2277 ENSG00000125845 13 20 6767664 6780280
2278 ENSG00000198963 13 9 74497365 74693177
2279 ENSG00000227189 13 4 1151372 1153701
2280 ENSG00000214776 13 12 9467552 9576275
2281 ENSG00000214773 13 3 47601715 47604677
2282 ENSG00000143190 13 1 167220829 167427345
2283 ENSG00000184486 13 6 98834592 98839470
2284 ENSG00000148942 13 11 26667019 26723427
2285 ENSG00000197415 13 3 157259742 157533619
2286 ENSG00000237506 13 X 87703343 87704203
2287 ENSG00000129691 13 8 38105242 38144076
2288 ENSG00000235631 13 7 122701664 122702967
2289 ENSG00000152223 13 18 45847609 45967274
2290 ENSG00000206337 13 6 31400702 31477506
2291 ENSG00000246350 13 6 28587378 28591747
2292 ENSG00000215184 13 10 34675635 34676041
2293 ENSG00000078043 13 18 46803224 46920160
2294 ENSG00000115540 13 2 197515571 197553699
2295 ENSG00000259453 13 15 85701109 85702771
2296 ENSG00000145063 13 2 11105317 11132821
2297 ENSG00000173715 13 11 66744451 66843328
2298 ENSG00000100201 13 22 38483440 38507660
2299 ENSG00000260941 13 1 119597702 119599271
2300 ENSG00000261096 13 2 231809846 231812352
2301 ENSG00000187990 13 NA NA NA
2302 ENSG00000186715 13 1 16754910 16770237
2303 ENSG00000271917 13 1 164828436 164829952
2304 ENSG00000189350 13 2 28956611 29061373
2305 ENSG00000105866 13 7 21428034 21514822
2306 ENSG00000251455 13 4 151674483 151677893
2307 ENSG00000196549 13 3 155024124 155183729
2308 ENSG00000091157 13 18 56651343 57036606
2309 ENSG00000176225 13 18 70003793 70205945
2310 ENSG00000187037 13 7 37683796 37833788
2311 ENSG00000183647 13 19 57599885 57612722
2312 ENSG00000166845 13 18 54357917 54385218
2313 ENSG00000232936 13 10 89645282 89650667
2314 ENSG00000188050 13 7 122697712 122699156
2315 ENSG00000267784 13 2 178723457 178727046
2316 ENSG00000260782 13 16 46789898 46792040
2317 ENSG00000241597 13 5 98954394 98954972
2318 ENSG00000055208 13 6 149218641 149411613
2319 ENSG00000196890 13 1 228458107 228460470
2320 ENSG00000197852 13 1 111680630 111755824
2321 ENSG00000157445 13 3 54122547 55074557
2322 ENSG00000147027 13 X 34627064 34657288
2323 ENSG00000140022 13 14 81260656 81436465
2324 ENSG00000213137 13 12 120845110 120845647
2325 ENSG00000152128 13 2 134455759 134719000
2326 ENSG00000109929 13 11 121292453 121308694
2327 ENSG00000272033 13 1 167379108 167381000
2328 ENSG00000167232 13 19 23304991 23395560
2329 ENSG00000170927 13 6 51615300 52087625
2330 ENSG00000111012 13 12 57762334 57768986
2331 ENSG00000101347 13 20 36890229 36951843
2332 ENSG00000250765 13 5 181329241 181342213
2333 ENSG00000260936 13 NA NA NA
2334 ENSG00000196787 13 6 27133042 27135291
2335 ENSG00000228313 13 NA NA NA
2336 ENSG00000184949 13 22 38578120 38656629
2337 ENSG00000254535 13 4 134196333 134201748
2338 ENSG00000251095 13 4 89551356 89726752
2339 ENSG00000154736 13 21 26917912 26966513
2340 ENSGR0000168939.6 13 NA NA NA
2341 ENSG00000136828 13 9 126914774 127223166
2342 ENSG00000137880 13 15 40764020 40767710
2343 ENSG00000262202 13 17 19112000 19112636
2344 ENSG00000163406 13 3 121894089 121944102
2345 ENSG00000187105 13 14 73478484 73558947
2346 ENSG00000196374 13 NA NA NA
2347 ENSG00000198626 13 1 237042205 237833988
2348 ENSG00000233061 13 1 83979118 83984300
2349 ENSG00000152217 13 18 44680173 45068510
2350 ENSG00000258872 13 14 54884849 54886213
2351 ENSG00000165175 13 X 38801432 38806537
2352 ENSG00000185670 13 11 62748319 62754188
2353 ENSG00000183941 13 NA NA NA
2354 ENSG00000057149 13 18 63655197 63661963
2355 ENSG00000263327 13 4 16226685 16320140
2356 ENSG00000152822 13 6 146027646 146437598
2357 ENSG00000253686 13 5 173707614 173746211
2358 ENSG00000247626 13 2 197705369 197708387
2359 ENSG00000253978 13 5 168229583 168232357
2360 ENSG00000168016 13 3 36826820 36945057
2361 ENSG00000182463 13 20 52972407 53495330
2362 ENSG00000230105 13 X 56618391 56624458
2363 ENSG00000165895 13 11 100687653 100991937
2364 ENSG00000224897 13 7 124929873 125179315
2365 ENSG00000198518 13 NA NA NA
2366 ENSG00000213071 13 6 160453428 160511124
2367 ENSG00000196966 13 NA NA NA
2368 ENSG00000226419 13 1 112956415 113047055
2369 ENSG00000228906 13 X 73948973 73949558
2370 ENSG00000250069 13 5 140200163 140203187
2371 ENSG00000163812 13 3 44915257 44976185
2372 ENSG00000138670 13 4 81426393 82044244
2373 ENSG00000227214 13 6 28986203 28987484
2374 ENSG00000146243 13 6 78867472 78946440
2375 ENSG00000145604 13 5 36151989 36184319
2376 ENSG00000104635 13 8 22367249 22434129
2377 ENSG00000261305 13 7 150341771 150342607
2378 ENSG00000103356 13 16 23522014 23557731
2379 ENSG00000140563 13 15 94231538 94483952
2380 ENSG00000228506 13 6 99424922 99431373
2381 ENSG00000160752 13 1 155308748 155320666
2382 ENSG00000200320 13 3 186787300 186787431
2383 ENSG00000187742 13 9 89318506 89359662
2384 ENSG00000237248 13 12 9240003 9243052
2385 ENSG00000056736 13 3 53846580 53865800
2386 ENSG00000120696 13 13 41189833 41194566
2387 ENSG00000244131 13 12 8742428 8743072
2388 ENSG00000107362 13 9 71862452 71910931
2389 ENSG00000106018 13 7 159028175 159144957
2390 ENSG00000229794 13 X 102806741 102807824
2391 ENSG00000256316 13 NA NA NA
2392 ENSG00000127954 13 7 88270892 88306891
2393 ENSG00000259001 13 14 20343048 20343685
2394 ENSG00000264456 13 17 30971652 30973312
2395 ENSG00000214188 13 7 116953899 117098806
2396 ENSG00000234886 13 X 102803041 102806138
2397 ENSG00000181896 13 19 19668796 19683509
2398 ENSG00000236576 13 X 51856968 51858066
2399 ENSG00000270066 13 1 109100193 109100619
2400 ENSG00000267172 13 18 55817167 55819759
2401 ENSG00000198374 13 NA NA NA
2402 ENSG00000179299 13 4 40749897 40809985
2403 ENSG00000116127 13 2 73385758 73610793
2404 ENSG00000224470 13 16 71845991 71885268
2405 ENSG00000110002 13 11 124115362 124147721
2406 ENSG00000259432 13 15 39813223 39815429
2407 ENSG00000186479 13 5 64506257 64612312
2408 ENSG00000164342 13 4 186069152 186088069
2409 ENSG00000150672 13 11 83455012 85627922
2410 ENSG00000203852 13 1 149852619 149854274
2411 ENSG00000213468 13 X 131691530 131830643
2412 ENSG00000197565 13 X 108155607 108439497
2413 ENSG00000248863 13 4 139426299 139430884
2414 ENSG00000213578 13 15 74826547 74831802
2415 ENSG00000047617 13 12 5531869 5946232
2416 ENSG00000166167 13 10 101354033 101557321
2417 ENSG00000124641 13 6 41905354 41921139
2418 ENSG00000137075 13 9 36336396 36487548
2419 ENSG00000253366 13 5 70751184 70795914
2420 ENSG00000161249 13 19 35497220 35513658
2421 ENSG00000105538 13 19 48720587 48740721
2422 ENSG00000188996 13 6 655939 656963
2423 ENSG00000269189 13 13 98233650 98234700
2424 ENSG00000156049 13 9 77423079 77648307
2425 ENSG00000181754 13 1 109504175 109509738
2426 ENSG00000163629 13 4 86594315 86815171
2427 ENSG00000259326 13 15 38502853 38504981
2428 ENSG00000258499 13 14 92905697 92907482
2429 ENSG00000154359 13 8 12721894 12756073
2430 ENSG00000104237 13 8 54554361 54871720
2431 ENSG00000178568 13 2 211375717 212538841
2432 ENSG00000166822 13 16 75443054 75465497
2433 ENSG00000042088 13 14 89954939 90044768
2434 ENSG00000236187 13 X 18535079 18536120
2435 ENSG00000261610 13 21 32259804 32261585
2436 ENSG00000157703 13 7 138594285 138701352
2437 ENSG00000242756 13 13 18837768 18838098
2438 ENSG00000231459 13 NA NA NA
2439 ENSG00000121966 13 2 136114349 136118165
2440 ENSG00000179399 13 13 91398607 92873682
2441 ENSG00000081479 13 2 169127109 169362685
2442 ENSG00000134198 13 1 115048011 115089500
2443 ENSG00000236375 13 10 68010205 68010862
2444 ENSG00000183230 13 10 65912518 67696169
2445 ENSG00000171056 13 8 10723768 10730512
2446 ENSG00000248791 13 5 14620020 14621313
2447 ENSG00000247775 13 4 89836408 89841978
2448 ENSG00000176204 13 2 76747719 77593319
2449 ENSG00000223584 13 7 90631906 90632568
2450 ENSG00000143341 13 1 185734551 186190949
2451 ENSG00000119711 13 14 74056850 74084493
2452 ENSG00000025800 13 1 32108038 32176568
2453 ENSG00000112039 13 6 35452361 35467103
2454 ENSG00000225087 13 1 72748921 72899140
2455 ENSG00000108352 13 17 40177010 40195656
2456 ENSG00000225555 13 21 34370802 34375348
2457 ENSG00000273045 13 2 99141485 99151487
2458 ENSG00000132196 13 1 162790702 162812817
2459 ENSG00000189334 13 1 153614255 153616986
2460 ENSG00000203813 13 NA NA NA
2461 ENSG00000117592 13 1 173477266 173488807
2462 ENSG00000099810 13 9 21802543 21937651
2463 ENSG00000267230 13 NA NA NA
2464 ENSG00000184260 13 1 149886975 149887364
2465 ENSG00000000003 13 X 100627109 100639991
2466 ENSG00000164045 13 3 48157146 48188402
2467 ENSG00000124406 13 4 42408373 42657105
2468 ENSG00000179314 13 17 5772234 6124427
2469 ENSG00000204084 13 1 37860697 37947057
2470 ENSG00000174912 13 3 156713884 156714928
2471 ENSG00000197837 13 12 14767999 14771131
2472 ENSG00000267001 13 19 2717769 2740048
2473 ENSG00000182107 13 14 61277370 61281840
2474 ENSG00000160199 13 21 42974510 43033931
2475 ENSG00000248711 13 7 40151613 40154151
2476 ENSG00000270878 13 14 63594031 63595291
2477 ENSG00000218713 13 6 53206598 53208697
2478 ENSG00000145990 13 6 13357830 13487662
2479 ENSG00000269720 13 19 17390509 17394158
2480 ENSG00000180730 13 13 26044597 26051031
2481 ENSG00000263551 13 18 976589 1174823
2482 ENSG00000164663 13 6 41789896 41895361
2483 ENSG00000163694 13 4 40423267 40630875
2484 ENSG00000270426 13 4 184471924 184472609
2485 ENSG00000227331 13 2 158548425 158549224
2486 ENSG00000186603 13 1 45326905 45328533
2487 ENSG00000243113 13 NA NA NA
2488 ENSG00000214626 13 10 74654956 74656131
2489 ENSG00000145545 13 5 6633343 6674386
2490 ENSG00000224315 13 1 8786211 8786913
2491 ENSG00000100418 13 22 41598028 41621096
2492 ENSG00000124486 13 X 41085635 41236579
2493 ENSG00000152061 13 1 174159410 174995308
2494 ENSG00000268573 13 18 35280867 35290201
2495 ENSG00000052802 13 4 165327623 165343160
2496 ENSG00000215032 13 5 60891935 60893577
2497 ENSG00000231483 13 10 5608475 5610793
2498 ENSG00000077264 13 X 110944285 111227361
2499 ENSG00000169302 13 5 147234963 147387852
2500 ENSG00000261247 13 15 30135149 30145567
2501 ENSG00000106066 13 7 28995231 29195451
2502 ENSG00000106069 13 7 29122274 29514328
2503 ENSG00000184348 13 NA NA NA
2504 ENSG00000162775 13 1 110338506 110346681
2505 ENSG00000197409 13 6 26196840 26197250
2506 ENSG00000182404 13 NA NA NA
2507 ENSG00000124529 13 NA NA NA
2508 ENSG00000173890 13 3 170037929 170085403
2509 ENSG00000141627 13 18 49041474 49461347
2510 ENSG00000143578 13 1 153967534 153974363
2511 ENSG00000261451 13 8 10433672 10438312
2512 ENSG00000269202 13 NA NA NA
2513 ENSG00000197614 13 12 8637346 8662888
2514 ENSG00000170365 13 4 145481194 145558079
2515 ENSG00000144278 13 2 153871913 154453849
2516 ENSG00000198366 13 NA NA NA
2517 ENSG00000234913 13 22 18004270 18007308
2518 ENSG00000182957 13 13 23979805 24307074
2519 ENSG00000227471 13 7 134549136 134579875
2520 ENSG00000159251 13 15 34788096 34796139
2521 ENSG00000175536 13 11 74491712 74493733
2522 ENSG00000198265 13 17 67070438 67245989
2523 ENSG00000241525 13 17 404468 414023
2524 ENSG00000232699 13 6 99174744 99175479
2525 ENSG00000134253 13 1 117111060 117122587
2526 ENSG00000185130 13 6 27807444 27807931
2527 ENSG00000101856 13 X 119236245 119244466
2528 ENSG00000232282 13 X 102785667 102786604
2529 ENSG00000003987 13 8 17298030 17413528
2530 ENSG00000214922 13 6 29726601 29749049
2531 ENSG00000128578 13 7 129434433 129488399
2532 ENSG00000169598 13 1 3857267 3885429
2533 ENSG00000168175 13 14 55051631 55070192
2534 ENSG00000134042 13 18 50795120 50825402
2535 ENSG00000229832 13 1 212357418 212358353
2536 ENSG00000184571 13 22 24719034 24774720
2537 ENSG00000153046 13 6 4706159 4955551
2538 ENSG00000229992 13 1 92647048 92647630
2539 ENSG00000205726 13 21 33642400 33899861
2540 ENSG00000179841 13 14 64465499 64474503
2541 ENSG00000130303 13 19 17402939 17405648
2542 ENSG00000169418 13 1 153678637 153693992
2543 ENSG00000261668 13 4 127840198 127844040
2544 ENSG00000162687 13 1 196225779 196609225
2545 ENSG00000166501 13 16 23836001 24220611
2546 ENSG00000183598 13 1 149813271 149813681
2547 ENSG00000137462 13 4 153701500 153705699
2548 ENSG00000122585 13 7 24284163 24291865
2549 ENSG00000270149 13 1 160997957 161038962
2550 ENSG00000270141 13 3 169764520 169765060
2551 ENSG00000149970 13 X 21374418 21654695
2552 ENSG00000272473 13 19 781002 781862
2553 ENSG00000197846 13 NA NA NA
2554 ENSG00000249142 13 5 32522758 32523865
2555 ENSG00000113328 13 5 163437569 163446151
2556 ENSG00000174482 13 9 27948078 28670286
2557 ENSG00000270265 13 4 151333775 151353224
2558 ENSG00000213976 13 19 21382865 21387177
2559 ENSG00000233822 13 6 27837760 27865798
2560 ENSG00000226056 13 X 102799942 102801399
2561 ENSG00000254477 13 11 59753015 59754975
2562 ENSG00000173273 13 8 9555914 9782346
2563 ENSG00000086666 13 15 80059568 80138393
2564 ENSG00000116497 13 1 32816767 32858879
2565 ENSG00000231981 13 13 98949719 98950447
2566 ENSG00000182256 13 15 26971282 27541991
2567 ENSG00000232186 13 X 75326772 75327999
2568 ENSG00000258545 13 X 120036236 120146854
2569 ENSG00000017483 13 X 48458537 48470256
2570 ENSG00000158467 13 7 129225023 129430211
2571 ENSG00000128487 13 17 20009344 20319026
2572 ENSG00000178636 13 4 119192773 119212644
2573 ENSG00000177614 13 1 230314482 230426371
2574 ENSG00000249655 13 5 80630313 80631590
2575 ENSG00000196821 13 6 34587288 34696859
2576 ENSG00000238243 13 1 247895587 247896531
2577 ENSG00000180447 13 9 86944363 86947189
2578 ENSG00000111707 13 12 118376380 118418031
2579 ENSG00000166268 13 12 69825304 69959097
2580 ENSG00000007314 13 17 63938554 63972918
2581 ENSG00000249413 13 4 65998846 66150012
2582 ENSG00000123901 13 11 94377311 94401419
2583 ENSG00000137872 13 15 47184101 47774223
2584 ENSG00000213659 13 10 51319826 51320660
2585 ENSG00000261462 13 7 87109539 87111282
2586 ENSG00000228612 13 X 80571871 80574607
2587 ENSG00000109332 13 4 102794383 102868896
2588 ENSG00000229474 13 15 44665732 44711316
2589 ENSG00000168242 13 NA NA NA
2590 ENSG00000109819 13 4 23755041 23904089
2591 ENSG00000230662 13 17 18460391 18463055
2592 ENSG00000088179 13 2 119759631 119983818
2593 ENSG00000137259 13 NA NA NA
2594 ENSG00000130707 13 9 130444929 130501274
2595 ENSG00000180694 13 8 90621995 90791632
2596 ENSG00000162722 13 1 247857199 247878205
2597 ENSG00000197459 13 NA NA NA
2598 ENSG00000216613 13 6 136419847 136420425
2599 ENSG00000156735 13 8 38176533 38213301
2600 ENSG00000196323 13 11 130226677 130314686
2601 ENSG00000257246 13 12 51124628 51125381
2602 ENSG00000266289 13 8 103383078 103383854
2603 ENSG00000166348 13 10 73497538 73625953
2604 ENSG00000260423 13 12 9367464 9397617
2605 ENSG00000165699 13 9 132891348 132944633
2606 ENSG00000197555 13 14 71320449 71741229
2607 ENSG00000265702 13 17 62699244 62737922
2608 ENSG00000171469 13 19 9604680 9621399
2609 ENSG00000109133 13 4 41935120 41960572
2610 ENSG00000173757 13 17 42199168 42276707
2611 ENSG00000259935 13 15 52648634 52649866
2612 ENSG00000183060 13 15 99715697 99733561
2613 ENSG00000149294 13 11 112961247 113278436
2614 ENSG00000228972 13 NA NA NA
2615 ENSG00000177076 13 9 19409059 19452020
2616 ENSG00000138646 13 4 88457117 88506163
2617 ENSG00000118946 13 13 57631810 57729311
2618 ENSG00000260359 13 NA NA NA
2619 ENSG00000137841 13 15 40278176 40307935
2620 ENSG00000224722 13 8 127086263 127087510
2621 ENSG00000197238 13 6 27824108 27824480
2622 ENSG00000185518 13 15 91099950 91301309
2623 ENSG00000143365 13 1 151806071 151831872
2624 ENSG00000153012 13 4 24998847 25030879
2625 ENSG00000212766 13 15 69072926 69095820
2626 ENSG00000239373 13 NA NA NA
2627 ENSG00000258904 13 14 100263781 100265405
2628 ENSG00000224957 13 3 536231 846015
2629 ENSG00000256312 13 12 132190213 132190997
2630 ENSG00000269563 13 NA NA NA
2631 ENSG00000231806 13 9 94555069 94568127
2632 ENSG00000272127 13 NA NA NA
2633 ENSG00000100985 13 20 46008908 46016561
2634 ENSG00000239627 13 4 41389115 41389593
2635 ENSG00000196331 13 NA NA NA
2636 ENSG00000121769 13 1 31365625 31376850
2637 ENSG00000141646 13 18 51028394 51085045
2638 ENSG00000234835 13 13 35251070 35251829
2639 ENSG00000123472 13 1 46632737 46673867
2640 ENSG00000124693 13 NA NA NA
2641 ENSG00000169570 13 5 118837322 118988545
2642 ENSG00000203276 13 NA NA NA
2643 ENSG00000227354 13 13 79406309 79424328
2644 ENSG00000134851 13 4 55395957 55453397
2645 ENSG00000260743 13 3 179340322 179341887
2646 ENSG00000112624 13 6 42746958 42868560
2647 ENSG00000227110 13 3 7952805 8611924
2648 ENSG00000196747 13 6 27808199 27808701
2649 ENSG00000182611 13 NA NA NA
2650 ENSG00000168214 13 4 26163455 26435131
2651 ENSG00000228437 13 1 221966341 221984964
2652 ENSG00000154639 13 21 17512382 17593579
2653 ENSG00000072121 13 14 67727374 67816590
2654 ENSG00000273156 13 4 82344876 82345540
2655 ENSG00000133710 13 5 148025683 148137289
2656 ENSG00000261435 13 X 39837536 39848358
2657 ENSG00000197914 13 NA NA NA
2658 ENSG00000181744 13 3 143971798 144048719
2659 ENSG00000112242 13 6 20401906 20493715
2660 ENSG00000273211 13 3 48985485 48985963
2661 ENSG00000153714 14 9 12775021 12822131
2662 ENSG00000223768 14 21 45293285 45297354
2663 ENSG00000116016 14 2 46293667 46386703
2664 ENSG00000012174 14 X 21839636 21885424
2665 ENSG00000188419 14 X 85861180 86047562
2666 ENSG00000211683 14 22 23630618 23638941
2667 ENSG00000130513 14 19 18374731 18389176
2668 ENSG00000010704 14 6 26087281 26098343
2669 ENSG00000198169 14 8 144720907 144756417
2670 ENSG00000175745 14 5 93583337 93594615
2671 ENSG00000070495 14 17 76712832 76726799
2672 ENSG00000184014 14 11 9138825 9265390
2673 ENSG00000222009 14 1 44808482 44815585
2674 ENSG00000131981 14 14 55124110 55145413
2675 ENSG00000188026 14 12 123470054 123533718
2676 ENSG00000114698 14 3 146192339 146251179
2677 ENSG00000227764 14 1 211639695 211654581
2678 ENSG00000050130 14 14 59484443 59505410
2679 ENSG00000177335 14 8 143039209 143059942
2680 ENSG00000240180 14 10 5861805 5862594
2681 ENSG00000135506 14 12 57693955 57721557
2682 ENSG00000078269 14 6 157981887 158099176
2683 ENSG00000236675 14 1 155230975 155234325
2684 ENSG00000270249 14 7 102541501 102592444
2685 ENSG00000272102 14 6 105273220 105273760
2686 ENSG00000196458 14 12 132918308 132956306
2687 ENSG00000247270 14 NA NA NA
2688 ENSG00000163513 14 3 30606502 30694142
2689 ENSG00000271321 14 7 143755089 143757696
2690 ENSG00000235423 14 12 123252030 123261483
2691 ENSG00000108861 14 17 43766121 43778988
2692 ENSG00000188706 14 X 129803288 129843909
2693 ENSG00000165071 14 8 132685007 132760712
2694 ENSG00000214559 14 4 98251688 98261630
2695 ENSG00000169908 14 3 149369022 149377865
2696 ENSG00000258565 14 14 68867857 68869951
2697 ENSG00000254855 14 11 66264777 66265666
2698 ENSG00000106524 14 7 16599776 16645817
2699 ENSG00000162545 14 1 20482391 20486220
2700 ENSG00000166046 14 12 106301929 106347015
2701 ENSG00000171867 14 20 4686236 4701590
2702 ENSG00000221978 14 1 1385711 1399328
2703 ENSG00000172000 14 19 2867335 2883445
2704 ENSG00000170876 14 3 14124940 14143679
2705 ENSG00000134153 14 15 34084017 34101948
2706 ENSG00000225991 14 2 28308161 28308570
2707 ENSG00000181458 14 3 100492619 100577444
2708 ENSG00000258717 14 14 100675930 100679884
2709 ENSG00000159556 14 15 76336724 76342476
2710 ENSG00000164171 14 5 52989326 53094779
2711 ENSG00000145012 14 3 188153284 188890671
2712 ENSG00000235411 14 2 20239892 20241046
2713 ENSG00000143995 14 2 66433452 66573869
2714 ENSG00000168679 14 1 110362848 110391082
2715 ENSG00000115762 14 2 131104847 131353709
2716 ENSG00000259479 14 15 44825747 44884694
2717 ENSG00000115561 14 2 86503431 86563479
2718 ENSG00000197062 14 6 28267010 28278224
2719 ENSG00000116209 14 1 54026681 54053504
2720 ENSG00000135111 14 12 114670254 114684164
2721 ENSG00000197044 14 19 11767000 11784078
2722 ENSG00000115594 14 2 102064544 102179874
2723 ENSG00000166598 14 12 103930107 103953645
2724 ENSG00000259295 14 15 85191438 85213905
2725 ENSG00000170485 14 2 100820152 100996829
2726 ENSG00000107984 14 10 52314296 52318042
2727 ENSG00000265263 14 17 19334308 19336127
2728 ENSG00000132581 14 17 28648356 28662189
2729 ENSG00000164465 14 6 117453817 117569858
2730 ENSG00000092330 14 14 24239643 24242674
2731 ENSG00000158019 14 2 27889941 28338901
2732 ENSG00000124920 14 11 61752642 61788518
2733 ENSG00000215769 14 17 64749663 64781707
2734 ENSG00000138356 14 2 200585868 200677064
2735 ENSG00000141013 14 16 90019629 90044975
2736 ENSG00000168961 14 17 27629798 27649560
2737 ENSG00000197576 14 7 27128507 27130799
2738 ENSG00000182534 14 17 76672551 76711016
2739 ENSG00000151348 14 11 44095549 44245429
2740 ENSG00000125991 14 20 35542021 35557634
2741 ENSG00000273007 14 4 122881878 122884712
2742 ENSG00000232352 14 3 50266641 50267371
2743 ENSG00000119950 14 10 110207605 110287365
2744 ENSG00000163491 14 3 27110085 27369460
2745 ENSG00000220583 14 6 34263311 34263673
2746 ENSG00000259132 14 14 22946270 22982258
2747 ENSG00000178401 14 12 49346917 49357546
2748 ENSG00000130818 14 19 9523224 9538645
2749 ENSG00000269646 14 19 52923382 52924075
2750 ENSG00000234292 14 5 91280097 91281142
2751 ENSG00000129214 14 17 7613946 7633383
2752 ENSG00000261052 14 16 30199228 30204310
2753 ENSG00000173597 14 4 69721162 69787961
2754 ENSG00000140941 14 16 87383995 87404779
2755 ENSG00000140943 14 16 84053761 84116906
2756 ENSG00000013392 14 6 83193379 83198932
2757 ENSG00000216588 14 19 44613630 44636781
2758 ENSG00000152492 14 3 191329077 191398670
2759 ENSG00000257219 14 12 76259839 76305131
2760 ENSG00000170677 14 18 70288901 70330200
2761 ENSG00000134970 14 5 115613508 115632992
2762 ENSG00000129473 14 14 23298790 23311759
2763 ENSG00000129474 14 14 22971174 22982642
2764 ENSG00000005893 14 X 120427827 120469365
2765 ENSG00000227036 14 17 72323123 72640472
2766 ENSG00000259727 14 15 62895812 62899543
2767 ENSG00000102931 14 16 57245098 57253635
2768 ENSG00000226026 14 1 95163219 95233982
2769 ENSG00000198307 14 NA NA NA
2770 ENSG00000173482 14 18 7566782 8406861
2771 ENSG00000215895 14 1 38708931 38710890
2772 ENSG00000115598 14 2 102186973 102240002
2773 ENSG00000197860 14 5 65665928 65723035
2774 ENSG00000198648 14 2 167954020 168248141
2775 ENSG00000255883 14 5 73508685 73509254
2776 ENSG00000204556 14 20 26018832 26020684
2777 ENSG00000198646 14 20 34689097 34825649
2778 ENSG00000206567 14 3 10006418 10011209
2779 ENSG00000112146 14 6 53051991 53100873
2780 ENSG00000112144 14 6 53001279 53061802
2781 ENSG00000224660 14 3 15254184 15264493
2782 ENSG00000197358 14 14 28264390 28265974
2783 ENSG00000101079 14 20 36651766 36746078
2784 ENSG00000105976 14 7 116672390 116798386
2785 ENSG00000152022 14 NA NA NA
2786 ENSG00000228412 14 6 19324988 19839080
2787 ENSG00000198225 14 6 63211446 63213024
2788 ENSG00000168077 14 8 27633868 27676776
2789 ENSG00000167995 14 11 61949821 61965515
2790 ENSG00000132002 14 19 14514770 14529770
2791 ENSG00000169855 14 3 78597240 79767815
2792 ENSG00000122126 14 X 129539849 129592561
2793 ENSG00000122786 14 7 134744252 134970728
2794 ENSG00000122870 14 10 58513140 58831437
2795 ENSG00000131779 14 1 145911350 145918837
2796 ENSG00000145244 14 4 47593998 47838106
2797 ENSG00000258818 14 14 20684100 20701215
2798 ENSG00000265413 14 18 8402847 8405161
2799 ENSG00000229133 14 1 68242474 68243055
2800 ENSG00000257663 14 12 52076841 52082084
2801 ENSG00000186026 14 19 44072144 44089613
2802 ENSG00000250362 14 5 95861786 95874519
2803 ENSG00000205763 14 7 32916815 32943176
2804 ENSG00000130340 14 6 157700387 157945077
2805 ENSG00000069011 14 5 135027735 135034813
2806 ENSG00000148450 14 10 23095506 23122013
2807 ENSG00000113083 14 5 122063195 122078285
2808 ENSG00000232528 14 20 1767957 1779995
2809 ENSG00000153904 14 1 85318481 85578363
2810 ENSG00000138002 14 2 27444371 27489789
2811 ENSG00000120708 14 5 136028895 136063818
2812 ENSG00000224596 14 10 78943328 79067895
2813 ENSG00000234617 14 3 43349644 43351962
2814 ENSG00000171928 14 17 18780995 18806714
2815 ENSG00000111275 14 12 111766887 111817529
2816 ENSG00000139793 14 13 97221434 97394120
2817 ENSG00000167123 14 9 128411751 128437351
2818 ENSG00000137693 14 11 102110461 102233423
2819 ENSG00000119986 14 10 97677424 97687323
2820 ENSG00000151689 14 2 190343470 190371665
2821 ENSG00000110318 14 11 101915015 102001058
2822 ENSG00000163110 14 4 94451857 94668227
2823 ENSG00000196083 14 3 190514051 190659750
2824 ENSG00000042445 14 2 85342088 85354620
2825 ENSG00000250286 14 17 50537294 50538754
2826 ENSG00000213714 14 20 56533246 56536520
2827 ENSG00000140939 14 16 67170154 67175735
2828 ENSG00000151491 14 12 15620158 15882329
2829 ENSG00000114270 14 3 48564073 48595267
2830 ENSG00000132824 14 20 44496221 44522109
2831 ENSG00000173641 14 1 16014028 16019594
2832 ENSG00000144036 14 2 72175984 72826041
2833 ENSG00000265666 14 17 40340867 40343136
