GeneID Module chr start end
5118 ENSG00000213972.3 turquoise 6 25272200 25273751
5119 ENSG00000270105.1 turquoise 11 322186 322727
5120 ENSG00000261762.1 turquoise 15 78589123 78591276
5121 ENSG00000174225.10 turquoise X 100969708 100990829
5122 ENSG00000228606.1 turquoise 1 160261744 160262778
5123 ENSG00000233380.1 turquoise 17 53756989 53757870
5124 ENSG00000260810.1 turquoise 14 91258299 91259003
5125 ENSG00000242609.1 turquoise 3 72086888 72087725
5126 ENSG00000254604.1 turquoise 11 70282367 70363368
5127 ENSG00000213194.3 turquoise 2 157210847 157211539
5128 ENSG00000232829.3 turquoise 3 130827659 130828376
5129 ENSG00000272768.1 turquoise 7 44884953 44886393
5130 ENSG00000223806.3 turquoise 21 38739021 38747460
5131 ENSG00000243775.2 turquoise 6 158841117 158857632
5132 ENSG00000260579.1 turquoise 15 83113617 83114566
5133 ENSG00000253102.1 turquoise 17 50396438 50397888
5134 ENSG00000255221.2 turquoise 11 105092469 105101431
5135 ENSG00000259043.1 turquoise 14 23749236 23751150
5136 ENSG00000248492.1 turquoise 8 134598071 134600689
5137 ENSG00000228812.3 turquoise 20 62352995 62356480
5138 ENSG00000227337.1 turquoise 3 32785646 32786116
5139 ENSG00000251350.1 turquoise 4 44016861 44022063
5140 ENSG00000242667.1 turquoise 15 60404463 60404960
5141 ENSG00000233111.1 turquoise 9 37636688 37637293
5142 ENSG00000234720.2 turquoise 9 39654241 39655531
5143 ENSG00000232843.2 turquoise 9 92893698 92894505
5144 ENSG00000261330.1 turquoise 16 77892422 77892915
5145 ENSG00000272741.1 turquoise 3 196248230 196318222
5146 ENSG00000267848.1 turquoise NA NA NA
5147 ENSG00000267149.2 turquoise 19 55027593 55053928
5148 ENSG00000225393.1 turquoise X 155468286 155487046
5149 ENSG00000260167.1 turquoise 16 30585907 30608593
5150 ENSG00000268885.1 turquoise NA NA NA
5151 ENSG00000243389.1 turquoise 2 112589040 112614431
5152 ENSG00000258466.1 turquoise 14 67659820 67690367
5153 ENSG00000235838.1 turquoise 10 9721963 9724416
5154 ENSG00000258679.1 turquoise 12 56822985 56874268
5155 ENSG00000236383.3 turquoise 17 43216941 43305976
5156 ENSG00000259660.2 turquoise 15 101751032 101794302
5157 ENSG00000243167.1 turquoise 19 42670005 42670816
5158 ENSG00000179994.6 turquoise 7 72862757 72870510
5159 ENSG00000198305.6 turquoise NA NA NA
5160 ENSG00000205580.4 turquoise NA NA NA
5161 ENSG00000260070.1 turquoise 7 36319775 36320479
5162 ENSG00000188931.3 turquoise 1 161364731 161367874
5163 ENSG00000262362.1 turquoise 16 3003431 3005101
5164 ENSG00000229862.1 turquoise 6 73523618 73570596
5165 ENSG00000213548.3 turquoise 7 76361768 76362113
5166 ENSG00000253506.1 turquoise 17 61590426 61591202
5167 ENSG00000257270.1 turquoise 14 105467793 105470617
5168 ENSG00000237588.2 turquoise 1 156687695 156691997
5169 ENSG00000236496.2 turquoise 9 2875442 2876427
5170 ENSG00000254662.1 turquoise 11 57325603 57327958
5171 ENSG00000270706.1 turquoise 5 177265580 177266588
5172 ENSG00000236338.1 turquoise NA NA NA
5173 ENSG00000230925.3 turquoise NA NA NA
5174 ENSG00000186008.6 turquoise 19 34092561 34093310
5175 ENSG00000240687.1 turquoise 2 9638772 9649439
5176 ENSG00000255306.1 turquoise 11 68024809 68030461
5177 ENSG00000259098.1 turquoise 15 22258138 22258848
5178 ENSG00000267218.2 turquoise 19 15902300 15903238
5179 ENSG00000236683.2 turquoise X 26748029 26749090
5180 ENSG00000258471.1 turquoise 14 20995837 20999163
5181 ENSG00000260603.1 turquoise 16 87892938 87893685
5182 ENSG00000203585.3 turquoise 12 67519829 67567126
5183 ENSG00000225024.1 turquoise 2 26678219 26678510
5184 ENSG00000231369.1 turquoise 22 26886909 26887548
5185 ENSG00000225665.3 turquoise 4 120342056 120342647
5186 ENSG00000253875.1 turquoise 8 27733338 27756426
5187 ENSG00000224025.2 turquoise 9 68609125 68611984
5188 ENSG00000170983.3 turquoise 8 11576313 11581342
5189 ENSG00000213973.4 turquoise 19 22752183 22784107
5190 ENSG00000188580.9 turquoise 6 123804141 124825657
5191 ENSG00000262211.1 turquoise 5 55936143 55941727
5192 ENSG00000260987.1 turquoise NA NA NA
5193 ENSG00000223691.1 turquoise 2 22188336 22190313
5194 ENSG00000223893.1 turquoise 7 49942251 49944440
5195 ENSG00000213492.2 turquoise 4 117574512 117576174
5196 ENSG00000133136.3 turquoise X 110346703 110346909
5197 ENSG00000224969.1 turquoise 1 1011997 1013193
5198 ENSG00000267322.1 turquoise 18 49814023 49851059
5199 ENSG00000255815.2 turquoise 9 99305176 99306611
5200 ENSG00000260389.1 turquoise 18 32511663 32514634
5201 ENSG00000260229.1 turquoise 16 81476023 81476519
5202 ENSG00000231684.2 turquoise 1 182336001 182336334
5203 ENSG00000248401.2 turquoise 4 83247179 83248206
5204 ENSG00000234742.1 turquoise 3 197850400 197850954
5205 ENSG00000170092.10 turquoise 7 75493625 75504304
5206 ENSG00000260637.1 turquoise NA NA NA
5207 ENSG00000235413.3 turquoise 4 17911674 17912976
5208 ENSG00000134216.14 turquoise 1 111290862 111320566
5209 ENSG00000226239.1 turquoise 20 32027753 32031575
5210 ENSG00000253384.1 turquoise 8 18088569 18089687
5211 ENSG00000228071.4 turquoise 16 17932720 17933275
5212 ENSG00000173080.4 turquoise 1 155941710 155942949
5213 ENSG00000230785.2 turquoise 7 117262918 117264888
5214 ENSG00000245067.2 turquoise 4 57109762 57205510
5215 ENSG00000263325.1 turquoise 16 2857898 2859726
5216 ENSG00000142408.2 turquoise 19 53963040 53990215
5217 ENSG00000236312.3 turquoise 19 22368599 22368952
5218 ENSG00000229368.1 turquoise 11 3854612 3855399
5219 ENSG00000131668.9 turquoise 9 93951622 93955372
5220 ENSG00000255059.1 turquoise 11 100666459 100666962
5221 ENSG00000233207.1 turquoise NA NA NA
5222 ENSG00000212900.1 turquoise 17 40999193 40999894
5223 ENSG00000238272.1 turquoise 1 173555251 173612772
5224 ENSG00000266503.1 turquoise 22 28642979 28643270
5225 ENSG00000228502.1 turquoise 1 96446930 96448318
5226 ENSG00000182722.5 turquoise 7 64852397 64853354
5227 ENSG00000229914.1 turquoise 1 158195633 158196131
5228 ENSG00000238003.1 turquoise 1 201978642 201978949
5229 ENSG00000217835.3 turquoise X 65956289 65957196
5230 ENSG00000235555.1 turquoise 19 49275119 49275420
5231 ENSG00000228725.3 turquoise 17 19603797 19605048
5232 ENSG00000235759.1 turquoise 22 15550904 15553838
5233 ENSG00000266340.1 turquoise 17 30978610 30980250
5234 ENSG00000241282.1 turquoise 19 22699352 22699685
5235 ENSG00000230611.1 turquoise 2 191174233 191174835
5236 ENSG00000241661.1 turquoise 7 140292752 140293339
5237 ENSG00000230216.1 turquoise X 49233956 49234501
5238 ENSG00000233247.2 turquoise X 14244382 14244928
5239 ENSG00000239873.2 turquoise 1 119558755 119559774
5240 ENSG00000257976.1 turquoise 14 25431193 25432234
5241 ENSG00000257731.2 turquoise 14 18645044 18646221
5242 ENSG00000226278.1 turquoise 7 55764797 55773288
5243 ENSG00000255949.1 turquoise 11 67431367 67435399
5244 ENSG00000232177.1 turquoise X 126472885 126473281
5245 ENSG00000234844.1 turquoise 7 55638274 55638842
5246 ENSG00000229393.1 turquoise 1 2493437 2494479
5247 ENSG00000213081.3 turquoise 2 208360631 208361369
5248 ENSG00000213280.2 turquoise 7 128570241 128570688
5249 ENSG00000250751.1 turquoise 17 49708334 49720060
5250 ENSG00000213645.2 turquoise 7 63931141 63931968
5251 ENSG00000233578.1 turquoise 20 5548840 5549481
5252 ENSG00000214556.4 turquoise NA NA NA
5253 ENSG00000244021.3 turquoise 4 127812720 127813200
5254 ENSG00000230306.1 turquoise 10 133344643 133344906
5255 ENSG00000242537.1 turquoise 3 156111432 156114198
5256 ENSG00000149527.13 turquoise 1 2425980 2505530
5257 ENSG00000264595.1 turquoise 18 76227990 76233387
5258 ENSG00000235024.1 turquoise 2 218944629 218961903
5259 ENSG00000248514.1 turquoise 5 181205361 181206120
5260 ENSG00000224856.2 turquoise 22 43957027 43957348
5261 ENSG00000259182.1 turquoise 15 101168530 101170821
5262 ENSG00000186645.6 turquoise 7 77024691 77030572
5263 ENSG00000187686.4 turquoise 11 125113161 125126781
5264 ENSG00000237090.1 turquoise 1 42891094 42892430
5265 ENSG00000205361.4 turquoise 16 56643705 56644786
5266 ENSG00000238110.1 turquoise 9 87944276 87945023
5267 ENSG00000244723.3 turquoise 22 23649213 23653334
5268 ENSG00000221971.3 turquoise 7 45999621 46000778
5269 ENSG00000251633.3 turquoise 8 73905357 73915010
5270 ENSG00000230295.1 turquoise 7 66880708 66882981
5271 ENSG00000224797.1 turquoise 9 130724786 130725050
5272 ENSG00000249773.3 turquoise 7 55887277 55955239
5273 ENSG00000215477.2 turquoise 6 87121693 87122688
5274 ENSG00000236607.3 turquoise 11 62169293 62169828
5275 ENSG00000236878.1 turquoise 2 120211054 120211715
5276 ENSG00000234176.1 turquoise X 121203182 121205014
5277 ENSG00000135312.4 turquoise 6 77462205 77463464
5278 ENSG00000218300.1 turquoise 6 89876544 89876878
5279 ENSG00000259105.1 turquoise 14 35468272 35469330
5280 ENSG00000267605.1 turquoise 19 37265939 37271518
5281 ENSG00000272078.1 turquoise 1 10639241 10654333
5282 ENSG00000175319.2 turquoise 18 14153001 14157342
5283 ENSG00000214199.3 turquoise 2 106697331 106698676
5284 ENSG00000100302.6 turquoise 22 35540868 35554001
5285 ENSG00000253854.1 turquoise 8 93719574 93721167
5286 ENSG00000184343.6 turquoise X 153776412 153785732
5287 ENSG00000229670.2 turquoise 2 209178966 209181123
5288 ENSG00000197991.10 turquoise 13 61409858 61427849
5289 ENSG00000244383.1 turquoise 3 58607080 58634440
5290 ENSG00000260944.1 turquoise 16 86565145 86567761
5291 ENSG00000225333.5 turquoise 1 39718028 39718595
5292 ENSG00000241728.1 turquoise 21 44328944 44330221
5293 ENSG00000237126.4 turquoise 2 232580948 232611971
5294 ENSG00000145888.6 turquoise 5 151822513 151924842
5295 ENSG00000259550.2 turquoise 15 54320731 54321565
5296 ENSG00000213305.3 turquoise 11 85020785 85021655
5297 ENSG00000171303.5 turquoise 2 26692690 26733420
5298 ENSG00000255883.1 turquoise 5 73508685 73509254
5299 ENSG00000198633.6 turquoise 19 52429187 52452315
5300 ENSG00000254665.1 turquoise 11 8693357 8696607
5301 ENSG00000241912.1 turquoise 3 153376831 153377562
5302 ENSG00000234531.2 turquoise NA NA NA
5303 ENSG00000231199.2 turquoise 1 235538052 235539845
5304 ENSG00000215270.3 turquoise 22 15854195 15855243
5305 ENSG00000197815.3 turquoise 17 17858227 17860041
5306 ENSG00000230026.2 turquoise 1 235361153 235362540
5307 ENSG00000204625.6 turquoise 6 29975112 29978410
5308 ENSG00000111780.8 turquoise 12 120438198 120460006
5309 ENSG00000198106.7 turquoise 16 29291220 29372110
5310 ENSG00000224437.2 turquoise 9 70916997 70917501
5311 ENSG00000267943.1 turquoise 19 53007512 53013180
5312 ENSG00000232953.1 turquoise 3 19940269 19943310
5313 ENSG00000259618.1 turquoise 15 50494018 50497080
5314 ENSG00000269332.1 turquoise 19 22596257 22603550
5315 ENSG00000261439.1 turquoise 16 56192614 56194518
5316 ENSG00000263343.1 turquoise 16 31165648 31165927
5317 ENSG00000233642.1 turquoise 10 25158072 25176276
5318 ENSG00000230531.1 turquoise 7 57194257 57196054
5319 ENSG00000249558.1 turquoise 3 126766434 126767475
5320 ENSG00000257666.1 turquoise 12 95286318 95286838
5321 ENSG00000233579.1 turquoise 2 202840331 202841781
5322 ENSG00000271550.1 turquoise 7 64678954 64687393
5323 ENSG00000270136.1 turquoise 1 19596979 19658056
5324 ENSG00000255397.1 turquoise 8 60937705 60939871
5325 ENSG00000242142.1 turquoise 3 53064283 53065091
5326 ENSG00000254187.1 turquoise 5 167653228 167660481
5327 ENSG00000235522.2 turquoise 2 105846534 105857177
5328 ENSG00000272382.1 turquoise 5 43033716 43034635
5329 ENSG00000253872.1 turquoise 8 95505406 95527524
5330 ENSG00000255260.1 turquoise 11 11243188 11243715
5331 ENSG00000188375.3 turquoise 12 31791185 31792241
5332 ENSG00000227203.2 turquoise 8 11790005 11790386
5333 ENSG00000272050.1 turquoise 20 62477870 62478594
5334 ENSG00000253656.1 turquoise 8 130595299 130655712
5335 ENSG00000261707.1 turquoise 16 77741468 77743000
5336 ENSG00000272682.1 turquoise 22 19124309 19128449
5337 ENSG00000212951.4 turquoise 9 62532397 62532853
5338 ENSG00000241431.1 turquoise 8 56588385 56588787
5339 ENSG00000263715.2 turquoise 17 45621908 45816543
5340 ENSG00000231848.1 turquoise 2 44996413 44996873
5341 ENSG00000268189.2 turquoise 19 15379076 15381194
5342 ENSG00000252419.1 turquoise NA NA NA
5343 ENSG00000254631.1 turquoise 11 74397549 74485742
5344 ENSG00000261817.1 turquoise 1 180117140 180123890
5345 ENSG00000229133.1 turquoise 1 68242474 68243055
5346 ENSG00000228328.2 turquoise X 68070520 68071767
5347 ENSG00000226958.1 turquoise X 109054131 109054562
5348 ENSG00000267934.1 turquoise 19 23323968 23329101
5349 ENSG00000167970.6 turquoise NA NA NA
5350 ENSG00000239556.2 turquoise 7 43984994 43990207
5351 ENSG00000256152.2 turquoise 12 122865335 122867021
5352 ENSG00000236990.1 turquoise 10 4051726 4089013
5353 ENSG00000183153.5 turquoise 17 40362931 40363815
5354 ENSG00000266930.2 turquoise NA NA NA
5355 ENSG00000116254.13 turquoise 1 6101793 6180123
5356 ENSG00000234115.2 turquoise 6 7516600 7517840
5357 ENSG00000268366.1 turquoise 19 40443436 40444087
5358 ENSG00000158445.7 turquoise 20 49363877 49482647
5359 ENSG00000240627.1 turquoise 5 51275253 51275734
5360 ENSG00000224155.2 turquoise 7 56304678 56305526
5361 ENSG00000214889.3 turquoise 21 36132450 36133032
5362 ENSG00000254192.1 turquoise 5 168654513 168667761
5363 ENSG00000256049.2 turquoise NA NA NA
5364 ENSG00000235613.2 turquoise 1 77847110 77848802
5365 ENSG00000256745.1 turquoise 11 94188449 94188997
5366 ENSG00000234645.2 turquoise 2 138288029 138288793
5367 ENSG00000212807.1 turquoise 7 144231911 144232843
5368 ENSG00000243894.1 turquoise 4 4076711 4077491
5369 ENSG00000255748.1 turquoise NA NA NA
5370 ENSG00000250918.2 turquoise NA NA NA
5371 ENSG00000186940.6 turquoise 9 79391304 79391759
5372 ENSG00000249119.1 turquoise 5 134924123 134924644
5373 ENSG00000131044.12 turquoise 20 31870702 31944963
5374 ENSG00000243762.1 turquoise 22 20110821 20111875
5375 ENSG00000136206.3 turquoise 7 44000889 44010122
5376 ENSG00000236772.1 turquoise 20 32449755 32453607
5377 ENSG00000232709.1 turquoise 10 92418667 92420875
5378 ENSG00000214181.2 turquoise NA NA NA
5379 ENSG00000270760.1 turquoise 19 36144081 36148348
5380 ENSG00000260037.1 turquoise 15 71818396 71823384
5381 ENSG00000213790.2 turquoise 22 42107765 42108953
5382 ENSG00000215197.4 turquoise X 54671985 54672638
5383 ENSG00000263620.1 turquoise 17 8150816 8162975
5384 ENSG00000215869.3 turquoise 1 104073023 104077087
5385 ENSG00000213084.1 turquoise NA NA NA
5386 ENSG00000234271.1 turquoise 20 43523261 43523572
5387 ENSG00000244384.2 turquoise 2 232649849 232650136
5388 ENSG00000259165.1 turquoise 14 69083398 69085389
5389 ENSG00000261401.1 turquoise 15 28332237 28336609
5390 ENSG00000255050.1 turquoise 8 143573490 143577397
5391 ENSG00000222012.1 turquoise 7 157614023 157618765
5392 ENSG00000262079.1 turquoise 17 55325757 55327791
5393 ENSG00000230555.2 turquoise 10 43420738 43422100
5394 ENSG00000229173.1 turquoise 2 128139792 128140516
5395 ENSG00000108785.7 turquoise 17 42546764 42548706
5396 ENSG00000118322.8 turquoise 5 160563120 160852214
5397 ENSG00000236325.1 turquoise 22 17192936 17193308
5398 ENSG00000227788.1 turquoise 2 120211727 120212862
5399 ENSG00000254373.1 turquoise 5 160258253 160258585
5400 ENSG00000131686.10 turquoise 1 8945867 8975092
5401 ENSG00000164318.13 turquoise 5 38258409 38465021
5402 ENSG00000234453.1 turquoise NA NA NA
5403 ENSG00000248416.1 turquoise 4 722275 724034
5404 ENSG00000249412.1 turquoise 5 179963615 179964419
5405 ENSG00000225695.1 turquoise 2 201063089 201064051
5406 ENSG00000229233.1 turquoise 7 12654179 12654985
5407 ENSG00000242979.1 turquoise 5 179933805 179934196
5408 ENSG00000261687.1 turquoise 15 43184079 43185141
5409 ENSG00000248371.1 turquoise 5 72574120 72660669
5410 ENSG00000260532.1 turquoise 16 1111627 1113399
5411 ENSG00000249356.1 turquoise NA NA NA
5412 ENSG00000258011.2 turquoise 12 110429959 110430282
5413 ENSG00000230064.1 turquoise 9 133338990 133339465
5414 ENSG00000267192.1 turquoise 19 56387412 56388424
5415 ENSG00000251520.1 turquoise 1 180964511 180965909
5416 ENSG00000182450.8 turquoise 11 64291302 64300031
5417 ENSG00000228169.3 turquoise 10 114690143 114690634
5418 ENSG00000233971.1 turquoise 2 71984182 71984434
5419 ENSG00000255562.2 turquoise 11 71603260 71608040
5420 ENSG00000253869.1 turquoise 5 178922064 178922716
5421 ENSG00000233929.1 turquoise 1 16241213 16241398
5422 ENSG00000167580.3 turquoise 12 49950741 49958881
5423 ENSG00000226478.2 turquoise 17 16745636 16746761
5424 ENSG00000244226.1 turquoise 3 65687301 65688468
5425 ENSG00000125820.5 turquoise 20 21511010 21514026
5426 ENSG00000219294.5 turquoise 6 7986537 7988192
5427 ENSG00000272442.2 turquoise 6 44273194 44378957
5428 ENSG00000213104.3 turquoise 2 197379701 197380892
5429 ENSG00000141979.4 turquoise 19 16479067 16628204
5430 ENSG00000248211.1 turquoise 5 136214048 136222159
5431 ENSG00000204993.3 turquoise 2 52570648 52572522
5432 ENSG00000198868.3 turquoise 5 134928030 134928326
5433 ENSG00000254605.1 turquoise 11 70014858 70021059
5434 ENSG00000259642.1 turquoise 15 79922771 79926993
5435 ENSG00000197358.8 turquoise 14 28264390 28265974
5436 ENSG00000258587.1 turquoise 14 74873684 74874254
5437 ENSG00000262456.1 turquoise 17 2384847 2386664
5438 ENSG00000236044.1 turquoise 13 51966742 51967149
5439 ENSG00000224540.1 turquoise 1 209232196 209233419
5440 ENSG00000239608.1 turquoise 3 128075810 128079056
5441 ENSG00000259701.1 turquoise 15 51278927 51280015
5442 ENSG00000223872.1 turquoise 7 157501322 157503577
5443 ENSG00000231993.1 turquoise 22 41174591 41197456
5444 ENSG00000248208.1 turquoise 4 153658572 153659653
5445 ENSG00000243468.4 turquoise X 71491682 71492928
5446 ENSG00000236534.1 turquoise 13 71675067 71675469
5447 ENSG00000198939.3 turquoise 5 178895894 178933212
5448 ENSG00000261594.3 turquoise 11 75240905 75243697
5449 ENSG00000245598.2 turquoise 19 46660364 46677447
5450 ENSG00000253295.1 turquoise 5 172758226 172762556
5451 ENSG00000268592.2 turquoise 6 149863494 149919507
5452 ENSG00000228063.1 turquoise 1 219086602 219173961
5453 ENSG00000264769.1 turquoise 17 81922899 81924511
5454 ENSG00000183246.6 turquoise 22 21545357 21551461
5455 ENSG00000214525.4 turquoise 2 68528241 68529452
5456 ENSG00000253474.1 turquoise 8 49168539 49228925
5457 ENSG00000260639.1 turquoise 15 34394594 34394931
5458 ENSG00000215049.3 turquoise 13 30296147 30296735
5459 ENSG00000185372.2 turquoise 5 181124357 181125304
5460 ENSG00000262791.1 turquoise 17 1725748 1738585
5461 ENSG00000185974.6 turquoise 13 113667155 113737735
5462 ENSG00000256804.1 turquoise 12 132126461 132126764
5463 ENSG00000130758.3 turquoise 19 40191744 40215575
5464 ENSG00000231503.3 turquoise 12 9239986 9240331
5465 ENSG00000165917.5 turquoise 11 47437757 47449178
5466 ENSG00000227073.1 turquoise 7 135444461 135444925
5467 ENSG00000236060.2 turquoise 9 72007881 72008136
5468 ENSG00000233087.4 turquoise 2 131362956 131363720
5469 ENSG00000272430.1 turquoise 10 46632387 46635472
5470 ENSG00000116032.5 turquoise 19 1000419 1009732
5471 ENSG00000265033.1 turquoise X 49152651 49152944
5472 ENSG00000271396.1 turquoise 15 90284376 90285580
5473 ENSG00000221844.2 turquoise 9 73474378 73476073
5474 ENSG00000230733.2 turquoise 7 5475804 5479811
5475 ENSG00000227538.1 turquoise 1 42040597 42041729
5476 ENSG00000205790.1 turquoise 19 4679282 4685948
5477 ENSG00000230982.1 turquoise 21 46653558 46654022
5478 ENSG00000247595.2 turquoise 11 18599787 18610255
5479 ENSG00000197253.9 turquoise 16 1227272 1230184
5480 ENSG00000226101.1 turquoise 17 72072333 72093481
5481 ENSG00000260259.1 turquoise 16 89682620 89686569
5482 ENSG00000228897.1 turquoise 7 51386363 51387101
5483 ENSG00000240531.1 turquoise 17 29716279 29716685
5484 ENSG00000188873.4 turquoise 8 47157118 47157771
5485 ENSG00000258300.2 turquoise 14 35819837 35820220
5486 ENSG00000241560.1 turquoise 3 114351811 114388978
5487 ENSG00000239524.2 turquoise 19 5277734 5278133
5488 ENSG00000234130.2 turquoise X 93222220 93225015
5489 ENSG00000213222.3 turquoise 2 131723253 131724279
5490 ENSG00000234003.1 turquoise 19 12506249 12508030
5491 ENSG00000245148.2 turquoise 11 72700474 72705607
5492 ENSG00000260302.1 turquoise 18 12774651 12775923
5493 ENSG00000227855.3 turquoise 7 29650227 29742594
5494 ENSG00000267594.5 turquoise 19 15760241 15779909
5495 ENSG00000267163.1 turquoise 19 44094350 44099711
5496 ENSG00000207955.2 turquoise 9 128392007 128393510
5497 ENSG00000233485.1 turquoise 1 15326680 15343876
5498 ENSG00000259683.1 turquoise 15 84389729 84395903
5499 ENSG00000233319.1 turquoise 10 130131770 130132241
5500 ENSG00000258498.2 turquoise 14 101552221 101560431
5501 ENSG00000259308.3 turquoise 15 83044368 83044771
5502 ENSG00000242539.2 turquoise 3 179396961 179399191
5503 ENSG00000243368.2 turquoise 3 183016255 183017808
5504 ENSG00000259364.1 turquoise 15 40453444 40454639
5505 ENSG00000258204.1 turquoise 12 98794485 98794964
5506 ENSG00000260316.1 turquoise 16 898967 905224
5507 ENSG00000229344.1 turquoise 1 632757 633438
5508 ENSG00000214249.3 turquoise 13 75237944 75240296
5509 ENSG00000261192.1 turquoise 17 57045478 57046797
5510 ENSG00000267992.1 turquoise 19 39030436 39031323
5511 ENSG00000236348.1 turquoise 2 17385091 17386417
5512 ENSG00000244485.1 turquoise 16 76235055 76235623
5513 ENSG00000265136.1 turquoise 17 82576616 82577391
5514 ENSG00000250027.1 turquoise 4 163108785 163119965
5515 ENSG00000267092.1 turquoise 19 1508375 1508963
5516 ENSG00000228492.2 turquoise X 74202834 74204595
5517 ENSG00000267502.1 turquoise NA NA NA
5518 ENSG00000265845.2 turquoise 17 28926275 28944749
5519 ENSG00000230626.3 turquoise 7 129126518 129130793
5520 ENSG00000184163.3 turquoise 1 1242446 1246722
5521 ENSG00000226943.3 turquoise 7 6923804 6930835
5522 ENSG00000262528.1 turquoise 16 654611 656194
5523 ENSG00000232344.2 turquoise 17 18010643 18011822
5524 ENSG00000229932.2 turquoise 10 23136924 23137661
5525 ENSG00000229605.4 turquoise 10 28898996 28899484
5526 ENSG00000204052.4 turquoise 6 43506969 43510686
5527 ENSG00000215313.3 turquoise X 16198428 16199289
5528 ENSG00000250295.2 turquoise 8 73297711 73356461
5529 ENSG00000249125.1 turquoise 4 123490268 123522106
5530 ENSG00000255261.1 turquoise 11 71620020 71621032
5531 ENSG00000182888.5 turquoise X 3717149 3717600
5532 ENSG00000223650.1 turquoise X 74105572 74107958
5533 ENSG00000248408.1 turquoise 4 79663761 79696837
5534 ENSG00000251354.3 turquoise 8 47546804 47547926
5535 ENSG00000171722.7 turquoise 1 162373203 162376870
5536 ENSG00000240311.1 turquoise 16 3496201 3496768
5537 ENSG00000204429.4 turquoise 9 88180673 88181447
5538 ENSG00000236782.1 turquoise 1 26169947 26171821
5539 ENSG00000254162.1 turquoise 8 80535006 80539135
5540 ENSG00000228110.3 turquoise 1 210265636 210267241
5541 ENSG00000254584.1 turquoise 11 32035981 32041318
5542 ENSG00000242208.1 turquoise 11 56357328 56358221
5543 ENSG00000236616.3 turquoise 11 130546799 130547429
5544 ENSG00000205506.5 turquoise NA NA NA
5545 ENSG00000196987.2 turquoise NA NA NA
5546 ENSG00000236238.2 turquoise 7 131665507 131665858
5547 ENSG00000231429.2 turquoise 1 121412719 121429274
5548 ENSG00000229921.2 turquoise 6 167992822 167997077
5549 ENSG00000239731.2 turquoise 10 31992087 31992381
5550 ENSG00000229671.1 turquoise 11 1902647 1907915
5551 ENSG00000260047.1 turquoise 16 32869985 32872049
5552 ENSG00000235426.2 turquoise 10 79382328 79409274
5553 ENSG00000257341.1 turquoise 14 105487199 105492267
5554 ENSG00000243404.2 turquoise 15 66446455 66446777
5555 ENSG00000262115.1 turquoise 17 81197393 81200288
5556 ENSG00000237938.1 turquoise 1 15720312 15736896
5557 ENSG00000258465.2 turquoise 1 160217464 160285130
5558 ENSG00000271043.1 turquoise 5 80650000 80650086
5559 ENSG00000260107.1 turquoise 16 1997654 1998374
5560 ENSG00000129657.10 turquoise 17 77086716 77217101
5561 ENSG00000225886.1 turquoise 1 27669468 27703063
5562 ENSG00000228941.1 turquoise 21 31060600 31063168
5563 ENSG00000241671.1 turquoise 3 153129074 153129640
5564 ENSG00000233866.1 turquoise 22 15914721 15915800
5565 ENSG00000233368.2 turquoise NA NA NA
5566 ENSG00000216657.1 turquoise 6 3978062 3979099
5567 ENSG00000244151.1 turquoise 7 151074742 151076530
5568 ENSG00000215174.2 turquoise X 57677067 57680260
5569 ENSG00000270978.1 turquoise 5 151848886 151850791
5570 ENSG00000267484.1 turquoise 19 4838332 4838907
5571 ENSG00000250733.3 turquoise 8 139931172 139933946
5572 ENSG00000266433.2 turquoise 17 27417690 27431623
5573 ENSG00000175604.2 turquoise 16 12086746 12090302
5574 ENSG00000259051.1 turquoise 14 43300263 43300595
5575 ENSG00000272104.1 turquoise 3 50350892 50367923
5576 ENSG00000262833.1 turquoise 17 80801640 80805632
5577 ENSG00000242527.1 turquoise 11 27483850 27484128
5578 ENSG00000232260.1 turquoise 21 17518526 17518993
5579 ENSG00000256103.1 turquoise 12 6270168 6270425
5580 ENSG00000249014.2 turquoise 5 76242024 76242404
5581 ENSG00000230730.1 turquoise 2 28633282 28664540
5582 ENSGR0000226179.1 turquoise NA NA NA
5583 ENSG00000226179.1 turquoise X 320990 321851
5584 ENSG00000244237.1 turquoise 14 69561019 69561470
5585 ENSG00000240527.1 turquoise 10 95833508 95873758
5586 ENSG00000218766.1 turquoise 6 85868953 85869464
5587 ENSG00000234367.1 turquoise 1 145407772 145408173
5588 ENSG00000182397.10 turquoise 15 99790156 99806927
5589 ENSG00000185182.10 turquoise 15 22427039 22437902
5590 ENSG00000232710.1 turquoise 22 42136433 42139927
5591 ENSG00000268434.1 turquoise 19 45779437 45785973
5592 ENSG00000224064.1 turquoise 1 26983628 26984024
5593 ENSG00000226445.1 turquoise 6 169213254 169239565
5594 ENSG00000260814.2 turquoise 15 41770756 41772732
5595 ENSG00000150275.13 turquoise 10 53802771 55627942
5596 ENSG00000239528.1 turquoise 5 116562562 116562930
5597 ENSG00000163612.10 turquoise 4 9153296 9165451
5598 ENSG00000258806.1 turquoise 14 20229402 20230341
5599 ENSG00000213592.4 turquoise 11 57718044 57718530
5600 ENSG00000237988.2 turquoise 6 29553219 29554166
5601 ENSG00000228980.3 turquoise 3 109409990 109495167
5602 ENSG00000166667.8 turquoise NA NA NA
5603 ENSG00000231443.2 turquoise 3 195937243 195938739
5604 ENSG00000204779.2 turquoise 9 65282101 65285209
